translatedText,text
nke ukwuu,sorely
ọnya,soreness
dị mwute,sorrowfully
gbara ụka,sour
gbara ụka,sourly
spade,spade
spank,spank
emefu ego,spendy
gbasie,spew
gbawara,spewed
na -agba ọsọ,spewing
igwu,spews
ịwụfu,spilling
ogwe osisi,spinster
n'agbanyeghị,spite
n'ụzọ obi ọjọọ,spitefully
obi ilu,spitefulness
na -efesa,splatter
Kewaa,split
na -agbawa,splitting
imebi,spoil
mmebi,spoilage
mmebi,spoilages
mebiri,spoiled
mefuru,spoilled
ihe nkwata,spoils
gbasaa,spook
onye na -eme mkpọtụ,spookier
kasị dị nkọ,spookiest
ngwa ngwa,spookily
spooky,spooky
ngaji-nri,spoon-fed
ngaji-ndepụta,spoon-feed
mgbagwoju anya,spoonfed
sporadic,sporadic
ntụpọ,spotty
dị egwu,spurious
nlelị,spurn
onye na -ese okwu,sputter
na -ese okwu,squabble
na -ese okwu,squabbling
tụfuo,squander
skwọsh,squash
imi,squeak
na -agba ume,squeaks
na -amaja,squeaky
mkpu,squeal
na -agba egwu,squealing
na -eme mkpọtụ,squeals
ịma jijiji,squirm
agaghinihu,stagnant
kwụrụ ọtọ,stagnate
nkwụsị,stagnation
enweghị ntụpọ,staid
unyi,stain
ntụpọ,stains
kwụsịtụrụ,stale
nkwụsị,stalemate
ụlọ ahịa,stalls
stammer,stammer
kwụrụ ọtọ,standstill
nwuo,stark
ikekwe,starkly
ujo,startle
itunanya,startling
tụrụ n'anya,startlingly
agụụ,starvation
static,static
na -ezu ohi,stealing
nkpoda,steep
dị warara,steeply
isi,stench
stereotypical,stereotypical
stereotypically,stereotypically
n'azụ,stern
ofe,stew
nnyapade,sticky
kwesi ike,stiff
isi ike,stiffness
stifle,stifle
na -ese okwu,stifling
stiflingly,stiflingly
ihere,stigma
mkparị,stigmatize
gbaa,sting
na -agba agba,stinging
na -agba agba,stingingly
isi ísì,stink
na -esi isi,stinks
stodgy,stodgy
zuuru,stole
stooge,stooge
stooges,stooges
ebili mmiri,stormy
ịgbaghari,straggle
onye na -agbagharị agbagharị,straggler
nsogbu,strain
na -enwe nsogbu,strained
na -agwụ ike,straining
onye obia,stranger
strangest,strangest
nyagbu,strangle
streaky,streaky
siri ike,strenuous
nchekasị,stress
nrụgide,stresses
nrụgide,stressful
nrụgide,stressfully
siri ike,strict
nditịm,strictly
egwu,strident
siri ike,stridently
esemokwu,strife
siri ike,stringent
siri ike,stringently
strut,strut
isi ike,stubbornly
isi ike,stubbornness
juru eju,stuffy
ịsụ ngọngọ,stumble
sụọ ngọngọ,stumbled
na -asụ ngọngọ,stumbles
aka na ukwu,stump
ngọngọ,stumped
stọpu,stumps
iju,stun
stunt,stunt
ngọngọ,stunted
nzuzu,stupidest
nzuzu,stupidity
nzuzu,stupified
nzuzu,stupify
nzuzu,stupor
ịsụ nsụ,stutter
na -asụ nsụ,stuttered
nsụ nsụ,stuttering
ndị nsụ,stutters
ụdị,sty
akpachapụghị anya,stymied
sub-par,sub-par
merie,subdued
doro,subjected
ido onwe onye n'okpuru,subjection
ido onwe ya n'okpuru,subjugate
ido onwe onye n'okpuru,subjugation
ido onwe onye n'okpuru,submissive
nọ n'okpuru,subordinate
akwụkwọ ịkpọ oku,subpoena
akwụkwọ ịkpọ oku,subpoenas
ido onwe onye n'okpuru,subservience
onye na -edo onwe ya n'okpuru,subservient
onye na -adịchaghị mma,substandard
wepụ,subtract
mgbanwe,subversion
na -agbagharị agbagharị,subversively
ịgbaghari,subvert
daa,succumb
akedụ,sucked
ara,sucker
dị nro,sucky
gbaa akwụkwọ,sue
gbara akwụkwọ,sued
na -achọ,sueing
gbaa akwụkwọ,sues
tara ahụhụ,suffered
onye na -ata ahụhụ,sufferer
ndị na -ata ahụhụ,sufferers
ikpa ume,suffocate
mkpuchi shuga,sugar-coat
a na-ete shuga,sugar-coated
nke a na -ete,sugarcoated
nzu,sulk
dị nzuzu,sully
gbawaa,sunder
mikpuo,sunk
mikpuo,sunken
elu elu,superficial
ịdị elu,superficiality
n'elu,superficially
n'efeghị oke,superfluous
nkwenkwe ụgha,superstition
nkwenkwe ụgha,superstitious
gbochie,suppress
mbibi,suppression
nyefee,surrender
nke nwere ike ibute ọrịa,susceptible
nrutuaka,suspicion
enyo,suspicions
na -enyo enyo,suspiciously
swagger,swagger
apiti,swamped
ajirija,sweaty
zaa,swelled
ọzịza,swelling
swipe,swipe
ọzịza,swollen
mgbaàmà,symptom
mgbaàmà,symptoms
ọrịa,syndrome
taboo,taboo
aka mgba,tacky
adịghị ọcha,taint
metọrọ,tainted
tamper,tamper
tangle,tangle
gbagwojuru anya,tangled
ihe mgbagwoju anya,tangles
tank,tank
tanked,tanked
tankị,tanks
iwe iwe,tantrum
na -egbu oge,tardy
tarnish,tarnish
etisala,tarnished
tarnishes,tarnishes
tarnishing,tarnishing
gbawara,tattered
njakịrị,taunt
njakịrị,taunting
n'ịkwa emo,tauntingly
njakịrị,taunts
taut,taut
akwa,tawdry
ịtụ ụtụ,taxing
tiis,tease
njakịrị,teasingly
na -agwụ ike,tedious
na -agwụ ike,tediously
iwe ọkụ,temerity
iwe iwe,temper
oké ifufe,tempest
ọnwụnwa,temptation
ịdị nro,tenderness
na -atụgharị uche,tentative
n'egbughị oge,tentatively
nke siri ike,tenuous
obi iru ala,tenuously
tepid,tepid
egwu,terribleness
ụjọ-mkpụrụ ndụ ihe nketa,terror-genic
iyi ọha egwu,terrorism
na -agba ume,testily
testy,testy
tetchily,tetchily
tetchy,tetchy
enweghi ekele,thankless
thicker,thicker
akpịrị ịkpọ nkụ,thirst
n'echeghị echiche,thoughtlessly
echeghị echiche,thoughtlessness
thrash,thrash
atọ,threesome
tie mkpu,throb
tie mkpu,throbbed
na -akụ aka,throbbing
akpịrị,throbs
trotul,throttle
onye ohi,thug
isi-ala,thumb-down
mkpịsị aka-ala,thumbs-down
na-ewe oge,time-consuming
ihere,timidity
na -atụ ụjọ,timidly
ihere,timidness
tin-y,tin-y
tingled,tingled
tingling,tingling
na -agwụ ike,tiresome
na -agwụ ike,tiring
na -agwụ ike,tiringly
ndọgbu,toil
Ụtụ okporo ụzọ,toll
n'elu-arọ,top-heavy
ịkwatu,topple
mmekpa ahụ,torment
ahụhụ,tormented
iyi,torrent
obi mgbawa,tortuous
mmekpa ahu,torturous
na -ata ahụhụ,torturously
na -emetụ n'ahụ,touchy
isi ike,toughness
nsi,toxic
traduce,traduce
n'ụzọ dị egwu,tragically
onye sabo,traitor
onye sabo,traitorous
n'ụzọ aghụghọ,traitorously
tramp,tramp
zọpịa,trample
mebie iwu,transgress
mmebi iwu,transgression
tọrọ atọ,traped
ahihia,trash
kpofuru,trashed
ihe mkpofu,trashy
traumatically,traumatically
traumatize,traumatize
obi mgbawa,traumatized
travesties,travesties
onye aghụghọ,treacherous
aghụghọ,treacherously
aghụghọ,treachery
aghụghọ,trick
aghụghọ,tricky
ihe efu,trivial
eleda anya,trivialize
onye nsogbu,troublemaker
nsogbu,troublesome
nsogbu,troublesomely
na -enye nsogbu,troubling
na -enye nsogbu,troublingly
onye na -agba akwụna,truant
itigbu,tumble
daa,tumbled
na -akụda,tumbles
aghara,tumultuous
n'ọgba aghara,turbulent
ọgba aghara,turmoil
ighikota,twist
gbagọrọ agbagọ,twisted
gbagọrọ agbagọ,twists
ihu abụọ,two-faced
ihu abụọ,two-faces
aka ike,tyrannical
ọchịchị aka ike,tyrannically
ọchịchị aka ike,tyranny
onye ọchịchị aka ike,tyrant
egh,ugh
kacha njọ,uglier
kacha njọ,ugliest
ihe ojoo,ugliness
mkpumkpu,ulterior
njedebe,ultimatum
oge ikpeazụ,ultimatums
ultra-hardline,ultra-hardline
enweghị ike ịhụ,un-viewable
enweghị ike,unable
nke anabataghị,unacceptablely
anabataghị,unacceptably
enweghi ike iru,unaccessible
amabeghị ya,unaccustomed
nke anaghi enweta,unachievable
ekwesighi,unaffordable
na -adịghị mma,unappealing
na -adighi mma,unattractive
ezighi ezi,unauthentic
adịghịzi adị,unavailable
nke a na -apụghị izere ezere,unavoidably
anagideghi,unbearable
nke anagideghi,unbearablely
unbelievable,unbelievably
enweghị mmasị,uncaring
uncivil,uncivil
na -emeghị ememme,uncivilized
adịghị ọcha,unclean
nke anakọtara,uncollectible
adighi ike,uncomfortably
ekwesighi,uncomfy
enweghị asọmpi,uncompetitive
adabaghị adaba,uncompromising
enweghị nkwekọrịta,uncompromisingly
ekwenyeghi n'akwụkwọ iwu,unconstitutional
achịkwaghị achịkwa,uncontrolled
na -ekwenyeghi,unconvincing
na -enweghị nkwenye,unconvincingly
ekwenyeghi,uncooperative
ekwupụtaghị,uncouth
ihe okike,uncreative
akọwapụtaghị,undefined
enweghị ntụkwasị obi,undependability
enweghị atụkwasị obi,undependable
n'okpuru,undercut
undercuts,undercuts
undercutting,undercutting
underdog,underdog
ndị dị n'okpuru,underlings
akwụghị ụgwọ,underpaid
enweghị ike,underpowered
enweghị oke,undersized
ejighị n'aka,undetermined
adabaghị,undid
na -asọpụrụ,undignified
edozighi,undissolved
enweghị akwụkwọ,undocumented
mebiri,undone
adighi mma,undue
obi erughị ala,unease
adighi ike,uneasily
obi erughị ala,uneasiness
enweghị ego,uneconomical
enweghị ọrụ,unemployed
edoghi anya,uneven
enweghị nsogbu,uneventful
na -atụghị anya ya,unexpected
na mberede,unexpectedly
akọwapụtaghị ya,unexplained
na -ezighi ezi,unfairly
ekwesịghị ntụkwasị obi,unfaithful
ekwesịghị ntụkwasị obi,unfaithfully
amaghi,unfamiliar
adịghị mma,unfavorable
enweghi mmetụta,unfeeling
emechaghi,unfinished
adighi mma,unfit
ihe a na -atụghị anya ya,unforeseen
na -adịghị agbaghara,unforgiving
odighi nma,unfortunate
ihe nwute,unfortunately
enweghị isi,unfounded
enyi na enyi,unfriendly
enweghị ego,unfunded
enweghị ọchịchị,ungovernable
ndị na -enweghị ekele,ungrateful
enweghi obi uto,unhappily
enweghi obi uto,unhappiness
enyeghi aka,unhelpful
unilateralism,unilateralism
enweghị atụ,unimaginable
n'echeghị eche,unimaginably
adighi mkpa,unimportant
n'amaghị ama,uninformed
enweghị mkpuchi,uninsured
enweghị nghọta,unintelligible
na -enweghị nghọta,unintelligile
unipolar,unipolar
enweghi ezi omume,unjustifiable
n'enweghi ezi,unjustifiably
ezighi ezi,unjustified
na -ezighi ezi,unjustly
obi ojoo,unkind
obi ọjọọ,unkindly
amaghi,unknown
na -enweghị ụta,unlamentable
n'amaghị ama,unlamentably
iwu akwadoghị,unlawful
n'ụzọ megidere iwu,unlawfully
iwu akwadoghị,unlawfulness
tọpụ,unleash
enweghị akwụkwọ ikike,unlicensed
eleghi anya,unlikely
kechioma,unlucky
mkpali,unmoved
na -ekwekọghị n'okike,unnatural
na -ekwekọghị n'okike,unnaturally
enweghị isi,unnecessary
enweghị isi,unneeded
mebie,unnerve
edozighi,unnerved
na -akpaghasị,unnerving
na -enweghị isi,unnervingly
ahụghị ya,unnoticed
ahụghị ya,unobserved
na -ekweghị n'ozizi,unorthodox
nkwenkwe ụgha,unorthodoxy
adighi nma,unpleasant
adịghị mma,unpleasantries
enweghị mmasị,unpopular
ejighị n'aka,unpredictable
adịghị njikere,unprepared
adịghị amị mkpụrụ,unproductive
abaghị uru,unprofitable
gosiputa,unprove
emeputaghi,unproved
nke anabataghị,unproven
adịghị egosi,unproves
na -adịghị egosi,unproving
erughị eru,unqualified
kọwaa,unravel
akọwapụtaghị,unraveled
apụghị iru,unreachable
agụghị ya,unreadable
emeghieme,unrealistic
enweghị ezi uche,unreasonable
enweghị ezi uche,unreasonably
na -adịghị akwụsị akwụsị,unrelenting
n'akwụsịghị akwụsị,unrelentingly
enweghị ntụkwasị obi,unreliability
enweghị ntụkwasị obi,unreliable
edozighi,unresolved
anabataghị,unresponsive
ọgba aghara,unrest
adighi ike,unruly
adịghị mma,unsafe
nke na -adịghị eju afọ,unsatisfactory
adighi nma,unsavory
enweghị isi,unscrupulous
n'amaghị ama,unscrupulously
ejighi n'aka,unsecure
adịghị mma,unseemly
akpaghari,unsettle
na -agbagwoju anya,unsettling
na -agbagha,unsettlingly
onye na -amaghị ọrụ,unskilled
adighi mma,unsound
enweghị ike ịkọwa,unspeakable
enweghị ike ịkọwa,unspeakablely
akọwaghị,unspecified
n'akwụsịghị akwụsị,unsteadily
ekwesighi ike,unsteadiness
ejighi ike,unsteady
emeghi nkeoma,unsuccessful
enweghị ihe ịga nke ọma,unsuccessfully
anaghị akwado,unsupportive
enweghị atụmanya,unsuspecting
adighi adigide,unsustainable
ekwesighi,untenable
anwaleghi,untested
ihe a na -apụghị ichetụ n'echiche,unthinkable
n'echiche,unthinkably
akaghị aka,untimely
emetụbeghị aka,untouched
ụgha,untrue
enweghị ntụkwasị obi,untrustworthy
aghughọ,untruthful
enweghị atụ,unusable
enweghị atụ,unusably
ejighi ya eme ihe,unuseable
ejighi ya,unuseably
ihe ọhụrụ,unusual
pụrụ iche,unusually
enweghị atụ,unviewable
enweghị ezi uche,unwarranted
enweghị ike ịhụ anya,unwatchable
anabataghị,unwelcome
adịghị mma,unwell
adighi ike,unwieldy
achọghị,unwilling
achọghị,unwillingly
achọghị,unwillingness
nzuzu,unwise
n'amaghị ama,unwisely
adịghị arụ ọrụ,unworkable
na -adịghị agbanwe agbanwe,unyielding
upbraid,upbraid
ọgba aghara,upheaval
ọgba aghara,uprising
oké ụzụ,uproar
na -eme mkpọtụ,uproarious
na -eme mkpọtụ,uproariously
na -eme mkpọtụ,uproarous
na -eme mkpọtụ,uproarously
gbanye mgbọrọgwụ,uproot
na -akpasu iwe,upseting
na -ewe iwe,upsettingly
usurp,usurp
onye ohi,usurper
kpam kpam,utterly
agagharị,vagrant
adịgboroja,vagueness
ihe efu,vain
n'efu,vainly
ihe efu,vanity
nsogbu,vehement
n'ike,vehemently
ịbọ ọbọ,vengeance
na -abọ ọbọ,vengeful
na -abọ ọbọ,vengefully
ịbọ ọbọ,vengefulness
nsi,venom
nsi,venomous
na -egbu egbu,venomously
ikuku,vent
vestiges,vestiges
vex,vex
na -akpasu iwe,vexingly
ịma jijiji,vibrate
jijiji,vibrated
na -ama jijiji,vibrates
na -ama jijiji,vibrating
ịma jijiji,vibration
osote,vice
obi ọjọọ,viciously
obi ọjọọ,viciousness
ihe ojoo,vileness
kwujọọ,vilify
onye ọjọọ,villainous
villainously,villainously
ndị ọjọọ,villains
villian,villian
dị ndụ,villianous
nke ọma,villianously
villify,villify
imegwara,vindictive
na -abọ ọbọ,vindictively
ịbọ ọbọ,vindictiveness
imebi,violation
onye mmebi iwu,violator
ndị na -emebi iwu,violators
n'ike,violently
ajụala,viper
ọrịa,virulence
dị egwu,virulently
nje,virus
n'olu olu,vociferously
na -agbanwe agbanwe,volatile
volatility,volatility
agbọpu,vomit
gbọrọ agbụ,vomited
na -agbọ agbọ,vomiting
vomit,vomits
okwu rụrụ arụ,vulgar
wack,wack
tie mkpu,wail
wollow,wallow
wane,wane
na -ebelata,waning
ihe ojoo,wanton
dị ka agha,war-like
dị ọkụ,warily
ụjọ,wariness
dị ka agha,warlike
ogologo,warp
gbagọrọ agbagọ,warped
kpachara anya,wary
na-asachapụ,washed-out
imefusị ihe,wasteful
mmefu,wastefulness
gbadaa,water-down
mmiri-mmiri,watered-down
nupụ isi,wayward
mee ka ike gwụ,weaken
na -adịghị ike,weakening
esighi ike,weaker
adịghị ike,weaknesses
ike ọgwụgwụ,weariness
na -agwụ ike,wearisome
osisi mkpumkpu,wedge
igbo,weed
dị egwu,weirdly
wheedle,wheedle
ịsụ ngọngọ,whimper
na -eti mkpu,whine
na -asụ ude,whining
anya mmiri,whiny
ụtarị,whips
akwụna,whores
n'ajọ omume,wickedly
ajọ omume,wickedness
ohia,wild
anụ ọhịa,wildly
aghụghọ,wiles
wilt,wilt
nzuzu,wily
wimpy,wimpy
mmanya,wince
na -amaja,wobble
na -ama jijiji,wobbled
na -amaja,wobbles
ahụhụ,woe
ahụhụ,woefully
nwanyi,womanizer
nwanyị,womanizing
na -echegbu,worriedly
echegbu,worrier
echegbu,worries
na -echegbu,worrisome
na -echegbu onwe,worryingly
abaghị uru,worthlessly
abaghị uru,worthlessness
ọnya,wound
ọnya,wounds
esemokwu,wrangle
iwe,wrath
mebie,wreak
mebiri,wreaked
na -emebi,wreaks
mgba mgba,wrest
mgba,wrestle
ihe ojoo,wretch
jọrọ njọ,wretched
jọrọ njọ,wretchedly
nhụsianya,wretchedness
ndọlị,wrinkle
ahurunwu,wrinkled
ndọlị,wrinkles
warara,wrip
ọpịpịa,wripped
na -akụ aka,wripping
gbuo,writhe
ezighi ezi,wrongful
na ezighi ezi,wrongly
rụrụ,wrought
ujo,yawn
zap,zap
zara,zapped
zaps,zaps
na -anụ ọkụ n'obi,zealous
na -anụ ọkụ n'obi,zealously
zombie,zombie
nhapụ,abandonment
aberrant,aberrant
aberration,aberration
mkparị,abject
mkpochapụ,abolition
ite ime,abortion
na -ete ime,abortive
abrasion,abrasion
kagbuo,abrogate
etuto,abscess
anọghị,absent
enweghị uche,absenteeism
ụba,abundance
na -ebo ebubo,accusative
onye ebubo,accuser
acid,acid
actionable,actionable
adder,adder
ahụ riri ahụ,addiction
adipose,adipose
ikpe ikpe,adjudicate
adrift,adrift
ịkwa iko,adultery
sochiri,aftermath
na -atọ ụtọ,aftertaste
were iwe,agitated
mgbakasị ahụ,agitation
ikuku,airs
aismụrụma,alcoholism
ọbịa,alien
alimoni,alimony
amnesia,amnesia
amphetamines,amphetamines
anaconda,anaconda
gbasara ike,anal
anathema,anathema
oge ochie,ancient
angina,angina
ịkụ azụ,angling
animus,animus
ikpochapu,annihilated
mebie,annul
mkpochapụ,annulment
amaghi aha,anonymous
anthrax,anthrax
onye na -emegide Kraịst,antichrist
na -emegide mmadụ,antisocial
mgbochi,antithesis
apache,apache
aphid,aphid
appendicitis,appendicitis
itinye ego,appropriation
arụ ụka,argue
arụmụka,argument
kpọrọ nkụ,arid
ngwa agha,armaments
jikere,armed
nchụpụ,arraignment
ụgwọ,arrears
arsenic,arsenic
oku oku,arson
ogbunigwe,artillery
ntụ,ash
ntụ,ashes
mwakpo,assailant
astringent,astringent
mgbapu,asylum
ekweghị na Chineke,atheism
atherosclerosis nke arịa ọbara,atherosclerosis
belatara,attenuated
mbelata,attenuation
austerity,austerity
otopsii,autopsy
onye ọbọ,avenger
ezere,avoidance
dị egwu,awry
na -ekwu okwu mkparị,babbling
adaka,baboon
azu,backwards
azu mmiri,backwater
nje bacteria,bacteria
nje,bacterium
ewi,badger
ihe ọjọọ,badness
kotima,bailiff
bale,bale
balm,balm
onye ohi,bandit
mkpu,bang
banger,banger
chụpụrụ,banished
odida,bankruptcy
banshee,banshee
ogbi,barb
arụrụala,barbarism
ogbugbo,bark
machibido,barred
mgbochi,barricade
ogbe,batter
batrị,battery
lụrụ ọgụ,battled
n'ọgbọ agha,battlefield
bawdy,bawdy
bayoneeti,bayonet
onye na -eburu ya,bearer
anụ ọhịa,beast
daa,befall
egwu,behemoth
lee,beholden
eriri,belt
mgbịrịgba,bender
bier,bier
onye isi ike,bigot
mpako,bigoted
bile,bile
biopsy,biopsy
birch,birch
ebe omumu,birthplace
aru,bite
oji,black
blackjack,blackjack
oji,blackness
mgbawa,blast
ire ọkụ,blaze
ntụpọ,blight
gbarụrụ agbarụ,blighted
kpuo ìsì,blinded
kpuru ìsì,blindly
ikpu ìsì,blindness
blob,blob
mgbochi,blockade
hichapụ,blot
ikuku mmiri,blower
fụpụ,blowout
blues,blues
bluff,bluff
ime ihiere,blush
itu onu,boast
itu ọnụ,boasting
ibe,bog
ihe mkpuchi mmiri,boilerplate
bọmbụ,bombed
agbụ,bonds
boo,boo
booby,booby
akwụkwọ akwụkwọ,bookworm
mmanya,booze
onye nbinye ego,borrower
ala,bottom
agbụ,bound
agha,bout
bovine,bovine
nwa nwoke,boy
inya isi,brag
brandi,brandy
ọgụ,brawl
nkwụsịtụ,breakneck
brigade,brigade
obosara,broadside
broil,broil
ụlọ akwụna,brothel
brunt,brunt
ego,buck
nkuru n'onwe,buffet
bugugoo,bugaboo
bulbous,bulbous
ọchịchị,bureaucracy
bureaucrat,bureaucrat
onye ohi,burglar
ohi,burglary
ili,burial
lie,buried
burke,burke
nsure ọkụ,burnt
gbawara,busted
isi,butt
buzzed,buzzed
ụgbọ ala,cabal
cacophony,cacophony
cad,cad
ozu,cadaver
onu,cage
ịgbakọ,calculating
oku,calls
na -eme mkpọsa,campaigning
onye na -egbu anụ,canker
iri anụ mmadụ,cannibalism
egbe ala,cannon
n'agha,captive
ndọrọ n'agha,captivity
onye njide,captor
weghara,capture
ozu,carcass
carcinoma,carcinoma
cardiomyopathy,cardiomyopathy
caries,caries
nke anu aru,carnal
onye na -eri anụ,carnivorous
kateel,cartel
ikpe,case
akpati,casket
nkedo,caste
cataract,cataract
catheter,catheter
ịkpachara anya,caution
cede,cede
onye ama ama,celebrity
ili ozu,cemetery
cess,cess
nkwụsị,cessation
chafing,chafing
charade,charade
ebubo,chargeable
Ịmekwasị anwansị,charmed
chụọ,chase
nkata,chatty
achicha,cheesecake
chicane,chicane
chloroform,chloroform
ọgbụgbọ ọgbụgba,cholera
iri,chop
sịga,cigarette
mgbakọ,circumvention
na -atụkọta ọnụ,clashing
mboanuohia,claw
onye uwe ojii,cloister
urukpuru,cloudiness
ogwe,clump
cocaine,cocaine
akpati ozu,coffin
oyi,coldness
colic,colic
coma,coma
comatose,comatose
onye agha,combatant
nkwa,committal
komunizim,communism
onye komunizim,communist
asọmpi,competition
mgbagwoju anya,complexed
mgbagwoju anya,complexity
gbagwojuru anya,complicate
mgbagwoju anya,complicity
compost,compost
manye,compulsory
zoo,conceal
zoro ezo,concealed
nzuzo,concealment
mgbagwoju anya,concussion
igbochi,confine
mkpochi,confinement
na -ejichi ihe,confiscate
njichi,confiscation
ọkụ,conflagration
na -ekwenye,conjuring
mmeri,conquest
afọ ntachi,constipation
nsogbu,constrain
mgbochi,constraint
iwu iwu,contraband
nkwekọrịta,contracted
Kama nke ahụ,contrary
iche,contrasted
mgbochi,contravention
ikpe,convict
nkwenye,conviction
coop,coop
idetuo,copy
copycat,copycat
coroner,coroner
koporal,corporal
mgbazi,correction
ụkwara,cough
onye ndụmọdụ,counsellor
na -agụ ya,coursing
nwee anyaukwu,covet
ụjọ,cowardice
cracking,cracking
crank,crank
iri ari,crawl
na -agụsi ike,crazed
ihe okike,creature
mpụ,criminality
siri ike,crisp
obe,cross
na -edina ala,crouching
obelechi,cruciate
n'obe,crucifixion
crunch,crunch
agha ntụte,crusade
crusty,crusty
mkpu,crypt
egwu,cuckold
kukumba,cuckoo
chịngọm,cull
ikpe,culpability
òtù nzuzo,cult
aghụghọ,cunning
iko,cupping
cur,cur
ọbụbụ ọnụ,cursing
nkọcha,cursory
cutter,cutter
cyanide,cyanide
ajọ ifufe,cyclone
ahu otutu,cyst
cytomegalovirus,cytomegalovirus
na -ese okwu,dabbling
daemon,daemon
daft,daft
daga,dagger
dandruff,dandruff
dandy,dandy
kụwara,dashed
gbanyụọ,deactivate
mpekere,debris
onye ji ya ụgwọ,debtor
onye nwuru anwu,deceased
ọdịda,declination
decomposition,decomposition
mbelata,decrease
ibelata,deduct
ndabara,default
mmeri,defeat
mgbapu,defection
igbu oge,deferral
fesa,deflate
mmụba,deflation
nrụrụ,deformity
wayo,defraud
mbelata,degeneracy
na -emebi emebi,deleterious
nhichapụ,deletion
mgbaka,demented
mgbaka,dementia
ịkwatu,demolition
pụọ,departed
ọpụpụ,departure
ndabere,dependence
ịdabere,dependency
dabere,dependent
mbula,deport
mbula,deportation
rụrụ arụ,depravity
ibelata,depreciate
belatara,depreciated
iweda ego,depreciation
ịda mbà n'obi,depressive
mwepu,deprivation
mebiri,deranged
adabaghị,derelict
nlelị,derogation
mmerụ,desecration
gbahapụrụ,deserted
kwusi,desist
mwepu,detachment
onye nga,detainee
njọ,deteriorated
igbasa,detonate
detritus,detritus
mbuli elu,devolution
rie,devour
nchoputa,diagnosis
ọchịchị aka ike,dictatorship
digress,digress
itughari,dilute
ibelata,diminish
belatara,diminished
nkwarụ,disability
ekweghi,disallowed
anabataghị,disapproved
ihapu,discharge
ịdọ aka ná ntị,discipline
agbacha agbacha,discoloration
gbachapụrụ agbacha,discolored
kwụpụ,disconnect
kwụpụrụ,disconnected
nkwụsị,disconnection
kwụsị,discontinue
ịkpa oke,discriminating
ọrịa,disease
oria,diseased
agbasaghị,disembodied
mwepu,disengagement
nkwarụ,disfigured
mgbasa,disinformation
nkwarụ,dismemberment
mgbasa,dismissal
ndiiche,disparity
enweghị obi ebere,dispassionate
chụpụ,dispel
mgbasa,dispersion
mkpofu,disposal
onye napụrụ ya,dispossessed
iru eru,disqualification
iru eru,disqualify
na -ekwenye ekwenye,dissenting
ejighi,disuse
ewezughara,disused
iche iche,diverse
agbagọ,divested
ntụgharị,divestment
ịgba alụkwaghịm,divorce
dizziness,dizziness
etinyere n'ọdụ ụgbọ mmiri,docked
doit,doit
dole,dole
dolor,dolor
nke kacha,dominant
chịkwaa,dominate
ọchịchị,domination
ịnyịnya ibu,donkey
doodle,doodle
dour,dour
drainage,drainage
ị drinkingụ mmanya,drinking
drivel,drivel
drone,drone
na -agbada,drooping
iro ụra,drowsiness
ike ọgwụgwụ,drudgery
mmanya na -egbu,drunkenness
dummy,dummy
dun,dun
mbiputegharị,duplicity
adighi ike,duress
dwarfed,dwarfed
ọnyụnyụ ọbara,dysentery
ala ọma jijiji,earthquake
ige ntị,eavesdropping
iwu,edict
effeminate,effeminate
chụpụ,eject
mwepụ,ejection
na -esighi ike,elusive
mgbochi,embargo
iri ego,embezzlement
embolism,embolism
gbasa,enclave
isi ike,encumbrance
nọ n'ihe ize ndụ,endangered
juru ebe nile,endemic
enweghi ngwụcha,endless
manye,enforce
mmanye mmanye,enforcement
enigmatic,enigmatic
ohu,enslavement
kegidere,entangled
eriri afọ,entrails
akwụkwụ,epilepsy
ikpochapu,eradicate
mkpochapu,eradication
erotic,erotic
erratum,erratum
gbawaa,erupt
mgbawa,eruption
mụbaa,escalate
nledo,espionage
euthanasia,euthanasia
chụpụ,evacuate
mkpochapu,evacuation
chụpụ,evict
ọsịsọ,exacerbation
na -achọ,exacting
nyocha,examination
ogwugwu,excavation
ngafe,excess
excise,excise
ewepu,excluding
nsị,excrement
ogbugbu,execution
onye ogbugbu,executioner
exigent,exigent
ịpụ apụ,exorcism
onye mbịarambịa,expatriate
mmefu,expenditure
mmefu,expenses
ihe ngosi,expletive
mgbawa,explosion
nchụpụ,expulsion
kpochapu,extinct
onye na -enweghị isi,extrajudicial
nsọtụ,extremity
ịjụ oyi,fade
nsị,faeces
na -atụbọ,fainting
ndahie,fallible
daa,fallow
ghagha ụgha,falsification
okwu ugha,falsity
ibu ọnụ,fasting
akara aka,fate
nwa nwa,fawn
febrile,febrile
fecal,fecal
nsị,feces
ugwo,fee
mmetụta,feeling
aghụghọ,feigned
gbaa ụka,ferment
dị egwu,ferocious
esem -okwu,feud
feudal,feudal
feudalism,feudalism
na -alụ ọgụ,fighting
filibuster,filibuster
ngwa ọgụ,firearms
dabara,fits
ihe nzuzu,flabby
flaccid,flaccid
flaapu,flap
afọ ọsịsa,flatulence
ahuhu,flea
ajị anụ,fleece
anụ ahụ,fleshy
gbajie,flinch
tie ihe,flog
mmajijiji,fluctuation
mebiri,foiled
nzuzu,folly
nri,forage
foray,foray
ike,force
n'ike,forcibly
kpochapu,foreclose
hapụ,forego
onye mba ọzọ,foreign
onye mba ọzọ,foreigner
dọrọ aka ná ntị,forewarned
tụfuru,forfeited
tụfuo,forfeiture
adịgboroja,forgery
enweghi udi,formless
ịkwa iko,fornication
